DPT,Course_Name,Age,Gender,Status,Grade,Course_att,Mark
CSIS,BSc (Hons) Computer Games Programming,18,M,P,C,60.57896502,54.53571429
CSIS,BSc (Hons) Computer Games Programming,18,M,P,D,60.57896502,43.125
CSIS,BSc (Hons) Computer Games Programming,18,M,P,F,60.57896502,18.17391304
CSIS,BSc (Hons) Computer Games Programming,18,M,PDG,A,60.57896502,73
CSIS,BSc (Hons) Computer Games Programming,18,M,PDG,B,60.57896502,64
CSIS,BSc (Hons) Computer Games Programming,18,M,PDG,C,60.57896502,54.07692308
CSIS,BSc (Hons) Computer Games Programming,18,M,PDG,D,60.57896502,42.66666667
CSIS,BSc (Hons) Computer Games Programming,18,M,PWR,A,60.57896502,74
CSIS,BSc (Hons) Computer Games Programming,18,M,PWR,B,60.57896502,64
CSIS,BSc (Hons) Computer Games Programming,18,M,PWR,C,60.57896502,53.28571429
CSIS,BSc (Hons) Computer Games Programming,18,M,PWR,D,60.57896502,41
CSIS,BSc (Hons) Computer Games Programming,19,F,AA,A,60.57896502,71
CSIS,BSc (Hons) Computer Games Programming,19,F,AA,B,60.57896502,63
CSIS,BSc (Hons) Computer Games Programming,19,F,AA,DA,60.57896502,31
CSIS,BSc (Hons) Computer Games Programming,19,F,ABS,A,60.57896502,74.52173913
CSIS,BSc (Hons) Computer Games Programming,19,F,ABS,B,60.57896502,61.77083333
CSIS,BSc (Hons) Computer Games Programming,19,F,ABS,D,60.57896502,46
CSIS,BSc (Hons) Computer Games Programming,19,F,ABS,DA,60.57896502,31
CSIS,BSc (Hons) Computer Games Programming,19,F,ABS,F,60.57896502,21.15384615
CSIS,BSc (Hons) Computer Games Programming,19,F,CC,A,60.57896502,75
CSIS,BSc (Hons) Computer Games Programming,19,F,CC,B,60.57896502,62
CSIS,BSc (Hons) Computer Games Programming,19,F,P,A,60.57896502,75.08252427
CSIS,BSc (Hons) Computer Games Programming,19,F,P,B,60.57896502,63.20512821
CSIS,BSc (Hons) Computer Games Programming,19,F,P,D,60.57896502,46
CSIS,BSc (Hons) Computer Games Programming,19,F,P,DA,60.57896502,31
CSIS,BSc (Hons) Computer Games Programming,19,F,P,F,60.57896502,22.08510638
CSIS,BSc (Hons) Computer Games Programming,19,F,PDG,A,60.57896502,74.25
CSIS,BSc (Hons) Computer Games Programming,19,F,PDG,B,60.57896502,61.5
CSIS,BSc (Hons) Computer Games Programming,19,F,PDG,D,60.57896502,46
CSIS,BSc (Hons) Computer Games Programming,19,F,PDG,F,60.57896502,29.61538462
CSIS,BSc (Hons) Computer Games Programming,19,F,PWR,A,60.57896502,70.5
CSIS,BSc (Hons) Computer Games Programming,19,F,PWR,D,60.57896502,46
CSIS,BSc (Hons) Computer Games Programming,19,F,PWR,F,60.57896502,25.25
CSIS,BSc (Hons) Computer Games Programming,19,M,AA,A,60.57896502,84
CSIS,BSc (Hons) Computer Games Programming,19,M,AA,B,60.57896502,64.5
CSIS,BSc (Hons) Computer Games Programming,19,M,AA,D,60.57896502,43
CSIS,BSc (Hons) Computer Games Programming,19,M,AA,F,60.57896502,17.33333333
CSIS,BSc (Hons) Computer Games Programming,19,M,ABS,A,60.57896502,81.19791667
CSIS,BSc (Hons) Computer Games Programming,19,M,ABS,B,60.57896502,62.375
CSIS,BSc (Hons) Computer Games Programming,19,M,ABS,C,60.57896502,56.46774194
CSIS,BSc (Hons) Computer Games Programming,19,M,ABS,D,60.57896502,45.18181818
CSIS,BSc (Hons) Computer Games Programming,19,M,ABS,F,60.57896502,15.13186813
CSIS,BSc (Hons) Computer Games Programming,19,M,CC,A,60.57896502,86.33333333
CSIS,BSc (Hons) Computer Games Programming,19,M,CC,C,60.57896502,55.33333333
CSIS,BSc (Hons) Computer Games Programming,19,M,CC,D,60.57896502,45
CSIS,BSc (Hons) Computer Games Programming,19,M,CC,F,60.57896502,24
CSIS,BSc (Hons) Computer Games Programming,19,M,P,A,60.57896502,83.14324324
CSIS,BSc (Hons) Computer Games Programming,19,M,P,B,60.57896502,63.37692308
CSIS,BSc (Hons) Computer Games Programming,19,M,P,C,60.57896502,55.26785714
CSIS,BSc (Hons) Computer Games Programming,19,M,P,D,60.57896502,45.29496403
CSIS,BSc (Hons) Computer Games Programming,19,M,P,F,60.57896502,19.90384615
CSIS,BSc (Hons) Computer Games Programming,19,M,PDG,A,60.57896502,78.36363636
CSIS,BSc (Hons) Computer Games Programming,19,M,PDG,B,60.57896502,60
CSIS,BSc (Hons) Computer Games Programming,19,M,PDG,C,60.57896502,55
CSIS,BSc (Hons) Computer Games Programming,19,M,PDG,D,60.57896502,43.5
CSIS,BSc (Hons) Computer Games Programming,19,M,PDG,F,60.57896502,24
CSIS,BSc (Hons) Computer Games Programming,19,M,PWR,A,60.57896502,74.8
CSIS,BSc (Hons) Computer Games Programming,19,M,PWR,B,60.57896502,60
CSIS,BSc (Hons) Computer Games Programming,19,M,PWR,C,60.57896502,55.33333333
CSIS,BSc (Hons) Computer Games Programming,19,M,PWR,D,60.57896502,43.5
CSIS,BSc (Hons) Computer Games Programming,19,M,PWR,F,60.57896502,25.5
CSIS,BSc (Hons) Computer Games Programming,20,F,AA,B,60.57896502,67
CSIS,BSc (Hons) Computer Games Programming,20,F,AA,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,20,F,AA,F,60.57896502,38
CSIS,BSc (Hons) Computer Games Programming,20,F,ABS,A,60.57896502,82.9
CSIS,BSc (Hons) Computer Games Programming,20,F,ABS,B,60.57896502,67
CSIS,BSc (Hons) Computer Games Programming,20,F,ABS,C,60.57896502,56.5
CSIS,BSc (Hons) Computer Games Programming,20,F,ABS,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,20,F,ABS,F,60.57896502,33.11111111
CSIS,BSc (Hons) Computer Games Programming,20,F,CC,F,60.57896502,32.5
CSIS,BSc (Hons) Computer Games Programming,20,F,P,A,60.57896502,78.92
CSIS,BSc (Hons) Computer Games Programming,20,F,P,B,60.57896502,67
CSIS,BSc (Hons) Computer Games Programming,20,F,P,C,60.57896502,54.73404255
CSIS,BSc (Hons) Computer Games Programming,20,F,P,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,20,F,P,F,60.57896502,32.40350877
CSIS,BSc (Hons) Computer Games Programming,20,F,PDG,A,60.57896502,77.91666667
CSIS,BSc (Hons) Computer Games Programming,20,F,PDG,C,60.57896502,53
CSIS,BSc (Hons) Computer Games Programming,20,F,PDG,F,60.57896502,30.66666667
CSIS,BSc (Hons) Computer Games Programming,20,F,PWR,A,60.57896502,76.8
CSIS,BSc (Hons) Computer Games Programming,20,F,PWR,F,60.57896502,32.5
CSIS,BSc (Hons) Computer Games Programming,20,M,AA,A,60.57896502,71
CSIS,BSc (Hons) Computer Games Programming,20,M,AA,C,60.57896502,56.5
CSIS,BSc (Hons) Computer Games Programming,20,M,AA,D,60.57896502,44.38461538
CSIS,BSc (Hons) Computer Games Programming,20,M,AA,F,60.57896502,31
CSIS,BSc (Hons) Computer Games Programming,20,M,ABS,A,60.57896502,72.51351351
CSIS,BSc (Hons) Computer Games Programming,20,M,ABS,B,60.57896502,64.87012987
CSIS,BSc (Hons) Computer Games Programming,20,M,ABS,C,60.57896502,53.26666667
CSIS,BSc (Hons) Computer Games Programming,20,M,ABS,D,60.57896502,44.25490196
CSIS,BSc (Hons) Computer Games Programming,20,M,ABS,F,60.57896502,35.05263158
CSIS,BSc (Hons) Computer Games Programming,20,M,CC,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,20,M,CC,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,20,M,P,A,60.57896502,73.25641026
CSIS,BSc (Hons) Computer Games Programming,20,M,P,B,60.57896502,64
CSIS,BSc (Hons) Computer Games Programming,20,M,P,C,60.57896502,54.87272727
CSIS,BSc (Hons) Computer Games Programming,20,M,P,D,60.57896502,44.12631579
CSIS,BSc (Hons) Computer Games Programming,20,M,P,F,60.57896502,34.75
CSIS,BSc (Hons) Computer Games Programming,20,M,PDG,A,60.57896502,71
CSIS,BSc (Hons) Computer Games Programming,20,M,PDG,B,60.57896502,61.09090909
CSIS,BSc (Hons) Computer Games Programming,20,M,PDG,C,60.57896502,56
CSIS,BSc (Hons) Computer Games Programming,20,M,PDG,D,60.57896502,44.33333333
CSIS,BSc (Hons) Computer Games Programming,20,M,PDG,F,60.57896502,38
CSIS,BSc (Hons) Computer Games Programming,20,M,PWR,A,60.57896502,71
CSIS,BSc (Hons) Computer Games Programming,20,M,PWR,B,60.57896502,68
CSIS,BSc (Hons) Computer Games Programming,20,M,PWR,D,60.57896502,45
CSIS,BSc (Hons) Computer Games Programming,21,F,AA,A,60.57896502,74
CSIS,BSc (Hons) Computer Games Programming,21,F,AA,D,60.57896502,47
CSIS,BSc (Hons) Computer Games Programming,21,F,AA,F,60.57896502,2.666666667
CSIS,BSc (Hons) Computer Games Programming,21,F,ABS,A,60.57896502,79.03571429
CSIS,BSc (Hons) Computer Games Programming,21,F,ABS,B,60.57896502,63.26829268
CSIS,BSc (Hons) Computer Games Programming,21,F,ABS,C,60.57896502,53.88333333
CSIS,BSc (Hons) Computer Games Programming,21,F,ABS,D,60.57896502,45.02941176
CSIS,BSc (Hons) Computer Games Programming,21,F,ABS,F,60.57896502,3.2
CSIS,BSc (Hons) Computer Games Programming,21,F,CC,A,60.57896502,75
CSIS,BSc (Hons) Computer Games Programming,21,F,CC,B,60.57896502,63.5
CSIS,BSc (Hons) Computer Games Programming,21,F,CC,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,21,F,CC,D,60.57896502,47.5
CSIS,BSc (Hons) Computer Games Programming,21,F,P,A,60.57896502,75.6641791
CSIS,BSc (Hons) Computer Games Programming,21,F,P,B,60.57896502,63.34482759
CSIS,BSc (Hons) Computer Games Programming,21,F,P,C,60.57896502,52.51111111
CSIS,BSc (Hons) Computer Games Programming,21,F,P,D,60.57896502,46.44444444
CSIS,BSc (Hons) Computer Games Programming,21,F,P,F,60.57896502,3.333333333
CSIS,BSc (Hons) Computer Games Programming,21,F,PDG,A,60.57896502,78
CSIS,BSc (Hons) Computer Games Programming,21,F,PDG,B,60.57896502,63.33333333
CSIS,BSc (Hons) Computer Games Programming,21,F,PDG,C,60.57896502,51.75
CSIS,BSc (Hons) Computer Games Programming,21,F,PDG,D,60.57896502,49
CSIS,BSc (Hons) Computer Games Programming,21,F,PDG,F,60.57896502,8
CSIS,BSc (Hons) Computer Games Programming,21,F,PWR,A,60.57896502,74.75
CSIS,BSc (Hons) Computer Games Programming,21,F,PWR,B,60.57896502,64
CSIS,BSc (Hons) Computer Games Programming,21,F,PWR,C,60.57896502,54.5
CSIS,BSc (Hons) Computer Games Programming,21,F,PWR,D,60.57896502,49
CSIS,BSc (Hons) Computer Games Programming,21,M,AA,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,21,M,ABS,A,60.57896502,76.87058824
CSIS,BSc (Hons) Computer Games Programming,21,M,ABS,B,60.57896502,67.18333333
CSIS,BSc (Hons) Computer Games Programming,21,M,ABS,C,60.57896502,55.6
CSIS,BSc (Hons) Computer Games Programming,21,M,ABS,D,60.57896502,41.76
CSIS,BSc (Hons) Computer Games Programming,21,M,CC,A,60.57896502,76.33333333
CSIS,BSc (Hons) Computer Games Programming,21,M,CC,C,60.57896502,58
CSIS,BSc (Hons) Computer Games Programming,21,M,CC,D,60.57896502,43.5
CSIS,BSc (Hons) Computer Games Programming,21,M,P,A,60.57896502,78.77
CSIS,BSc (Hons) Computer Games Programming,21,M,P,B,60.57896502,64.6875
CSIS,BSc (Hons) Computer Games Programming,21,M,P,C,60.57896502,53.57446809
CSIS,BSc (Hons) Computer Games Programming,21,M,P,D,60.57896502,44.05769231
CSIS,BSc (Hons) Computer Games Programming,21,M,PDG,A,60.57896502,80.77777778
CSIS,BSc (Hons) Computer Games Programming,21,M,PDG,B,60.57896502,65.66666667
CSIS,BSc (Hons) Computer Games Programming,21,M,PDG,D,60.57896502,47
CSIS,BSc (Hons) Computer Games Programming,21,M,PWR,A,60.57896502,75.875
CSIS,BSc (Hons) Computer Games Programming,21,M,PWR,C,60.57896502,58
CSIS,BSc (Hons) Computer Games Programming,21,M,PWR,D,60.57896502,47
CSIS,BSc (Hons) Computer Games Programming,22,F,AA,A,60.57896502,71
CSIS,BSc (Hons) Computer Games Programming,22,F,AA,C,60.57896502,58.5
CSIS,BSc (Hons) Computer Games Programming,22,F,ABS,A,60.57896502,76.21052632
CSIS,BSc (Hons) Computer Games Programming,22,F,ABS,B,60.57896502,60
CSIS,BSc (Hons) Computer Games Programming,22,F,ABS,C,60.57896502,55.26315789
CSIS,BSc (Hons) Computer Games Programming,22,F,ABS,D,60.57896502,46.52631579
CSIS,BSc (Hons) Computer Games Programming,22,F,ABS,F,60.57896502,7.4375
CSIS,BSc (Hons) Computer Games Programming,22,F,CC,C,60.57896502,55
CSIS,BSc (Hons) Computer Games Programming,22,F,CC,D,60.57896502,47
CSIS,BSc (Hons) Computer Games Programming,22,F,P,A,60.57896502,75.77272727
CSIS,BSc (Hons) Computer Games Programming,22,F,P,B,60.57896502,60
CSIS,BSc (Hons) Computer Games Programming,22,F,P,C,60.57896502,55.50485437
CSIS,BSc (Hons) Computer Games Programming,22,F,P,D,60.57896502,46.38095238
CSIS,BSc (Hons) Computer Games Programming,22,F,P,F,60.57896502,16.33333333
CSIS,BSc (Hons) Computer Games Programming,22,F,PDG,A,60.57896502,80
CSIS,BSc (Hons) Computer Games Programming,22,F,PDG,B,60.57896502,60
CSIS,BSc (Hons) Computer Games Programming,22,F,PDG,C,60.57896502,57
CSIS,BSc (Hons) Computer Games Programming,22,F,PWR,A,60.57896502,80
CSIS,BSc (Hons) Computer Games Programming,22,F,PWR,B,60.57896502,60
CSIS,BSc (Hons) Computer Games Programming,22,F,PWR,C,60.57896502,55
CSIS,BSc (Hons) Computer Games Programming,22,F,PWR,D,60.57896502,47
CSIS,BSc (Hons) Computer Games Programming,22,M,AA,A,60.57896502,82.5
CSIS,BSc (Hons) Computer Games Programming,22,M,AA,B,60.57896502,63.18181818
CSIS,BSc (Hons) Computer Games Programming,22,M,AA,F,60.57896502,19.18181818
CSIS,BSc (Hons) Computer Games Programming,22,M,ABS,A,60.57896502,78.484375
CSIS,BSc (Hons) Computer Games Programming,22,M,ABS,B,60.57896502,63.31355932
CSIS,BSc (Hons) Computer Games Programming,22,M,ABS,C,60.57896502,52
CSIS,BSc (Hons) Computer Games Programming,22,M,ABS,D,60.57896502,43.48529412
CSIS,BSc (Hons) Computer Games Programming,22,M,ABS,F,60.57896502,21.3974359
CSIS,BSc (Hons) Computer Games Programming,22,M,CC,A,60.57896502,81
CSIS,BSc (Hons) Computer Games Programming,22,M,CC,B,60.57896502,62
CSIS,BSc (Hons) Computer Games Programming,22,M,CC,D,60.57896502,40
CSIS,BSc (Hons) Computer Games Programming,22,M,CC,F,60.57896502,26.66666667
CSIS,BSc (Hons) Computer Games Programming,22,M,P,A,60.57896502,80.74825175
CSIS,BSc (Hons) Computer Games Programming,22,M,P,B,60.57896502,62.20720721
CSIS,BSc (Hons) Computer Games Programming,22,M,P,C,60.57896502,52
CSIS,BSc (Hons) Computer Games Programming,22,M,P,D,60.57896502,44.66666667
CSIS,BSc (Hons) Computer Games Programming,22,M,P,F,60.57896502,25.11458333
CSIS,BSc (Hons) Computer Games Programming,22,M,PDG,A,60.57896502,75.33333333
CSIS,BSc (Hons) Computer Games Programming,22,M,PDG,B,60.57896502,62.42857143
CSIS,BSc (Hons) Computer Games Programming,22,M,PDG,C,60.57896502,52
CSIS,BSc (Hons) Computer Games Programming,22,M,PDG,D,60.57896502,44.66666667
CSIS,BSc (Hons) Computer Games Programming,22,M,PDG,F,60.57896502,25.57142857
CSIS,BSc (Hons) Computer Games Programming,22,M,PWR,A,60.57896502,73.75
CSIS,BSc (Hons) Computer Games Programming,22,M,PWR,B,60.57896502,65.25
CSIS,BSc (Hons) Computer Games Programming,22,M,PWR,F,60.57896502,11.5
CSIS,BSc (Hons) Computer Games Programming,30,M,ABS,B,60.57896502,61
CSIS,BSc (Hons) Computer Games Programming,30,M,ABS,C,60.57896502,52
CSIS,BSc (Hons) Computer Games Programming,30,M,ABS,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,30,M,CC,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,30,M,P,B,60.57896502,61
CSIS,BSc (Hons) Computer Games Programming,30,M,P,C,60.57896502,52
CSIS,BSc (Hons) Computer Games Programming,30,M,P,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,30,M,PDG,B,60.57896502,61
CSIS,BSc (Hons) Computer Games Programming,32,M,ABS,F,60.57896502,15
CSIS,BSc (Hons) Computer Games Programming,32,M,P,F,60.57896502,15
CSIS,BSc (Hons) Computer Games Programming,33,M,ABS,A,60.57896502,74
CSIS,BSc (Hons) Computer Games Programming,33,M,ABS,C,60.57896502,57
CSIS,BSc (Hons) Computer Games Programming,33,M,ABS,F,60.57896502,10.52380952
CSIS,BSc (Hons) Computer Games Programming,33,M,CC,C,60.57896502,57
CSIS,BSc (Hons) Computer Games Programming,33,M,CC,F,60.57896502,25
CSIS,BSc (Hons) Computer Games Programming,33,M,P,A,60.57896502,74
CSIS,BSc (Hons) Computer Games Programming,33,M,P,C,60.57896502,57
CSIS,BSc (Hons) Computer Games Programming,33,M,P,F,60.57896502,7
CSIS,BSc (Hons) Computer Games Programming,33,M,PDG,A,60.57896502,74
CSIS,BSc (Hons) Computer Games Programming,33,M,PWR,A,60.57896502,74
CSIS,BSc (Hons) Computer Games Programming,40,M,ABS,A,60.57896502,77.72413793
CSIS,BSc (Hons) Computer Games Programming,40,M,ABS,B,60.57896502,67
CSIS,BSc (Hons) Computer Games Programming,40,M,ABS,C,60.57896502,56.57894737
CSIS,BSc (Hons) Computer Games Programming,40,M,CC,A,60.57896502,81
CSIS,BSc (Hons) Computer Games Programming,40,M,CC,C,60.57896502,57
CSIS,BSc (Hons) Computer Games Programming,40,M,P,A,60.57896502,78.34375
CSIS,BSc (Hons) Computer Games Programming,40,M,P,B,60.57896502,67
CSIS,BSc (Hons) Computer Games Programming,40,M,P,C,60.57896502,56.36507937
CSIS,BSc (Hons) Computer Games Programming,40,M,PDG,A,60.57896502,81
CSIS,BSc (Hons) Computer Games Programming,40,M,PDG,B,60.57896502,67
CSIS,BSc (Hons) Computer Games Programming,40,M,PDG,C,60.57896502,57
CSIS,BSc (Hons) Computer Games Programming,40,M,PWR,C,60.57896502,57
CSIS,BSc (Hons) Computer Games Programming,43,M,AA,C,60.57896502,54
CSIS,BSc (Hons) Computer Games Programming,43,M,ABS,A,60.57896502,75
CSIS,BSc (Hons) Computer Games Programming,43,M,ABS,C,60.57896502,54
CSIS,BSc (Hons) Computer Games Programming,43,M,ABS,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,43,M,CC,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,43,M,P,A,60.57896502,75
CSIS,BSc (Hons) Computer Games Programming,43,M,P,C,60.57896502,54
CSIS,BSc (Hons) Computer Games Programming,43,M,P,D,60.57896502,44
CSIS,BSc (Hons) Computer Games Programming,43,M,PDG,A,60.57896502,75
CSIS,BSc (Hons) Computer Games Programming,45,F,ABS,C,60.57896502,55
CSIS,BSc (Hons) Computer Games Programming,45,F,ABS,D,60.57896502,42.83333333
CSIS,BSc (Hons) Computer Games Programming,45,F,CC,C,60.57896502,55
CSIS,BSc (Hons) Computer Games Programming,45,F,P,C,60.57896502,55
CSIS,BSc (Hons) Computer Games Programming,45,F,P,D,60.57896502,41.76470588
CSIS,BSc (Hons) Computer Games Programming,45,M,ABS,A,60.57896502,70
CSIS,BSc (Hons) Computer Games Programming,45,M,ABS,B,60.57896502,60
CSIS,BSc (Hons) Computer Games Programming,45,M,ABS,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,45,M,P,A,60.57896502,70
CSIS,BSc (Hons) Computer Games Programming,45,M,P,B,60.57896502,60
CSIS,BSc (Hons) Computer Games Programming,45,M,P,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,45,M,PDG,B,60.57896502,60
CSIS,BSc (Hons) Computer Games Programming,45,M,U,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,46,F,ABS,A,60.57896502,84
CSIS,BSc (Hons) Computer Games Programming,46,F,CC,A,60.57896502,74
CSIS,BSc (Hons) Computer Games Programming,46,F,P,A,60.57896502,79.22727273
CSIS,BSc (Hons) Computer Games Programming,46,F,P,B,60.57896502,64
CSIS,BSc (Hons) Computer Games Programming,47,F,ABS,A,60.57896502,80
CSIS,BSc (Hons) Computer Games Programming,47,F,ABS,B,60.57896502,66
CSIS,BSc (Hons) Computer Games Programming,47,F,ABS,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,47,F,CC,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,47,F,P,A,60.57896502,80
CSIS,BSc (Hons) Computer Games Programming,47,F,P,B,60.57896502,66
CSIS,BSc (Hons) Computer Games Programming,47,F,P,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,47,F,PDG,A,60.57896502,80
CSIS,BSc (Hons) Computer Games Programming,47,F,PDG,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,47,F,PWR,C,60.57896502,50
CSIS,BSc (Hons) Computer Games Programming,48,F,ABS,A,60.57896502,76.88888889
CSIS,BSc (Hons) Computer Games Programming,48,F,CC,A,60.57896502,83
CSIS,BSc (Hons) Computer Games Programming,48,F,P,A,60.57896502,79.39130435
CSIS,BSc (Hons) Computer Games Programming,48,F,PDG,A,60.57896502,83
CSIS,BSc (Hons) Computer Games Programming,48,F,PWR,A,60.57896502,83
CSIS,BSc (Hons) Computer Games Programming,49,F,ABS,F,60.57896502,8.851851852
CSIS,BSc (Hons) Computer Games Programming,49,F,P,F,60.57896502,14.31578947
CSIS,BSc (Hons) Computer Games Programming,50,M,ABS,A,60.57896502,86.8
CSIS,BSc (Hons) Computer Games Programming,50,M,ABS,B,60.57896502,67
CSIS,BSc (Hons) Computer Games Programming,50,M,P,A,60.57896502,87.04347826
CSIS,BSc (Hons) Computer Games Programming,50,M,P,B,60.57896502,67
CSIS,BSc (Hons) Computer Games Programming,50,M,PWR,A,60.57896502,88
CSIS,BSc (Hons) Computer Games Programming,51,F,AA,B,60.57896502,68
CSIS,BSc (Hons) Computer Games Programming,51,F,AA,C,60.57896502,54
CSIS,BSc (Hons) Computer Games Programming,51,F,ABS,B,60.57896502,68
CSIS,BSc (Hons) Computer Games Programming,51,F,ABS,C,60.57896502,53.25
CSIS,BSc (Hons) Computer Games Programming,51,F,CC,C,60.57896502,54
CSIS,BSc (Hons) Computer Games Programming,51,F,P,B,60.57896502,68
CSIS,BSc (Hons) Computer Games Programming,51,F,P,C,60.57896502,52.58333333
CSIS,BSc (Hons) Computer Games Programming,51,F,PDG,B,60.57896502,68
CSIS,BSc (Hons) Computer Games Programming,51,F,PWR,C,60.57896502,54
